Network Density,Number of Nodes,Number of Edges,Average Clustering Coefficient,Number of Connected Components,Is Connected,Assortativity,Modularity,Total Number of Communities
0.1672203765227021,43,151,0.5697803032960351,1,True,0.05352153737761391,0.5986376090079856,4
