Network Density,Number of Nodes,Number of Edges,Average Clustering Coefficient,Number of Connected Components,Is Connected,Assortativity,Modularity,Total Number of Communities
0.15897435897435896,40,124,0.5172293311263899,1,True,-0.03240044136824036,0.5884821292485901,4
