Network Density,Number of Nodes,Number of Edges,Average Clustering Coefficient,Number of Connected Components,Is Connected,Modularity,Total Number of clusters
0.0019373068773017564,2953,8444,0.5521154116807594,121,False,0.8448411466965882,146
