Network Density,Number of Nodes,Number of Edges,Average Clustering Coefficient,Number of Connected Components,Is Connected,Assortativity,Modularity,Total Number of Communities
0.0015629603733518158,3620,10238,0.5362801383415098,126,False,-0.015682198501520462,0.8330213391415878,153
